"","position","played_at","track.artists","track.duration_ms","track.explicit","track.id","track.is_local","track.name","track.popularity","track.track_number","track.type","first_genre","user","gender","age","accousticness","danceability","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","valence" 
"408",8,"2025-12-21T23:23:27.637Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408'}, 'href': 'https://api.spotify.com/v1/artists/5aIqB5nVVvmFsvSdExz408', 'id': '5aIqB5nVVvmFsvSdExz408', 'name': 'Johann Sebastian Bach', 'type': 'artist', 'uri': 'spotify:artist:5aIqB5nVVvmFsvSdExz408'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1YZhNFBxkEB5UKTgMDvot4'}, 'href': 'https://api.spotify.com/v1/artists/1YZhNFBxkEB5UKTgMDvot4', 'id': '1YZhNFBxkEB5UKTgMDvot4', 'name': 'Lang Lang', 'type': 'artist', 'uri': 'spotify:artist:1YZhNFBxkEB5UKTgMDvot4'}]",139306,FALSE,"4i8ly7ffzWu8nfKLI8SZFj",FALSE,"The Well-Tempered Clavier I, Prelude & Fugue No. 1 in C Major, BWV 846: I. Prelude",63,1,"track",5,"23aada40ba9e4409a6609a7efe0343fc_Ömercan2","F",20,"0.989","0.221","0.126","0.897","0","0.0769","-25.367","1","0.0447","133.564","0.216"
"409",7,"2025-12-21T23:20:59.393Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Mxqyy3pSjf8kZZL4QVxS0'}, 'href': 'https://api.spotify.com/v1/artists/1Mxqyy3pSjf8kZZL4QVxS0', 'id': '1Mxqyy3pSjf8kZZL4QVxS0', 'name': 'Frank Sinatra', 'type': 'artist', 'uri': 'spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'}]",177400,FALSE,"2WaYW84yWij5NSCpgSeU2R",FALSE,"You Make Me Feel So Young - Remastered 1998",69,1,"track",5,"23aada40ba9e4409a6609a7efe0343fc_Ömercan2","F",20,"0.378","0.577","0.307","0","9","0.18","-11.556","1","0.0428","125.165","0.575"
"410",6,"2025-12-21T23:20:51.120Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2wOqMjp9TyABvtHdOSOTUS'}, 'href': 'https://api.spotify.com/v1/artists/2wOqMjp9TyABvtHdOSOTUS', 'id': '2wOqMjp9TyABvtHdOSOTUS', 'name': 'Ludwig van Beethoven', 'type': 'artist', 'uri': 'spotify:artist:2wOqMjp9TyABvtHdOSOTUS'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5gjbJH4uF12lqYaPJfLygo'}, 'href': 'https://api.spotify.com/v1/artists/5gjbJH4uF12lqYaPJfLygo', 'id': '5gjbJH4uF12lqYaPJfLygo', 'name': 'Jean-Bernard Pommier', 'type': 'artist', 'uri': 'spotify:artist:5gjbJH4uF12lqYaPJfLygo'}]",146200,FALSE,"1SiXH4X7Zz8ZlYB3llY6sW",FALSE,"Fur Elise",52,12,"track",5,"23aada40ba9e4409a6609a7efe0343fc_Ömercan2","F",20,"0.994","0.213","0.193","0.873","9","0.0704","-21.349","0","0.0419","171.927","0.548"
"411",5,"2025-12-21T23:19:27.761Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2QOIawHpSlOwXDvSqQ9YJR'}, 'href': 'https://api.spotify.com/v1/artists/2QOIawHpSlOwXDvSqQ9YJR', 'id': '2QOIawHpSlOwXDvSqQ9YJR', 'name': 'Antonio Vivaldi', 'type': 'artist', 'uri': 'spotify:artist:2QOIawHpSlOwXDvSqQ9YJR'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4yanWaefFUJnIUV0aITdvV'}, 'href': 'https://api.spotify.com/v1/artists/4yanWaefFUJnIUV0aITdvV', 'id': '4yanWaefFUJnIUV0aITdvV', 'name': 'Florian Christl', 'type': 'artist', 'uri': 'spotify:artist:4yanWaefFUJnIUV0aITdvV'}]",112352,FALSE,"3Dgmyz32dxvtxvUTPS0CUI",FALSE,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156 by F. Christl)",70,1,"track",5,"23aada40ba9e4409a6609a7efe0343fc_Ömercan2","F",20,"0.957","0.429","0.258","0.893","7","0.115","-16.967","0","0.0549","78.809","0.0972"
"412",4,"2025-12-21T23:18:10.127Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/459INk8vcC0ebEef82WjIK'}, 'href': 'https://api.spotify.com/v1/artists/459INk8vcC0ebEef82WjIK', 'id': '459INk8vcC0ebEef82WjIK', 'name': 'Erik Satie', 'type': 'artist', 'uri': 'spotify:artist:459INk8vcC0ebEef82WjIK'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4x2fCu6MNErew0pb64yOBO'}, 'href': 'https://api.spotify.com/v1/artists/4x2fCu6MNErew0pb64yOBO', 'id': '4x2fCu6MNErew0pb64yOBO', 'name': 'Philippe Entremont', 'type': 'artist', 'uri': 'spotify:artist:4x2fCu6MNErew0pb64yOBO'}]",205866,FALSE,"5OPT7l9b5SMwfTQgLPoNl7",FALSE,"Gymnopédie No. 1",65,3,"track",5,"23aada40ba9e4409a6609a7efe0343fc_Ömercan2","F",20,"0.994","0.469","0.0128","0.937","7","0.0941","-36.856","1","0.119","72.765","0.354"
"413",3,"2025-12-21T23:11:43.153Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/436sYg6CZhNefQJogaXeK0'}, 'href': 'https://api.spotify.com/v1/artists/436sYg6CZhNefQJogaXeK0', 'id': '436sYg6CZhNefQJogaXeK0', 'name': 'Camille Saint-Saëns', 'type': 'artist', 'uri': 'spotify:artist:436sYg6CZhNefQJogaXeK0'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5Dl3HXZjG6ZOWT5cV375lk'}, 'href': 'https://api.spotify.com/v1/artists/5Dl3HXZjG6ZOWT5cV375lk', 'id': '5Dl3HXZjG6ZOWT5cV375lk', 'name': 'Yo-Yo Ma', 'type': 'artist', 'uri': 'spotify:artist:5Dl3HXZjG6ZOWT5cV375lk'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7JmDqds7Y1LRSWZVM8e0Og'}, 'href': 'https://api.spotify.com/v1/artists/7JmDqds7Y1LRSWZVM8e0Og', 'id': '7JmDqds7Y1LRSWZVM8e0Og', 'name': 'Kathryn Stott', 'type': 'artist', 'uri': 'spotify:artist:7JmDqds7Y1LRSWZVM8e0Og'}]",174266,FALSE,"2LKMUX3iN0tQOvggbalydj",FALSE,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",68,1,"track",5,"23aada40ba9e4409a6609a7efe0343fc_Ömercan2","F",20,"0.986","0.169","0.0161","0.849","9","0.0805","-31.034","0","0.0445","127.578","0.0572"
"414",2,"2025-12-21T22:39:48.149Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408'}, 'href': 'https://api.spotify.com/v1/artists/5aIqB5nVVvmFsvSdExz408', 'id': '5aIqB5nVVvmFsvSdExz408', 'name': 'Johann Sebastian Bach', 'type': 'artist', 'uri': 'spotify:artist:5aIqB5nVVvmFsvSdExz408'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5Dl3HXZjG6ZOWT5cV375lk'}, 'href': 'https://api.spotify.com/v1/artists/5Dl3HXZjG6ZOWT5cV375lk', 'id': '5Dl3HXZjG6ZOWT5cV375lk', 'name': 'Yo-Yo Ma', 'type': 'artist', 'uri': 'spotify:artist:5Dl3HXZjG6ZOWT5cV375lk'}]",152280,FALSE,"17i5jLpzndlQhbS4SrTd0B",FALSE,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",71,1,"track",5,"23aada40ba9e4409a6609a7efe0343fc_Ömercan2","F",20,"0.89","0.275","0.157","0.842","7","0.186","-18.752","1","0.0636","73.289","0.304"
"415",0,"2025-10-1T01:00:00:000Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26dSoYclwsYLMAKD3tpOr4'}, 'href': 'https://api.spotify.com/v1/artists/26dSoYclwsYLMAKD3tpOr4', 'id': '26dSoYclwsYLMAKD3tpOr4', 'name': 'Britney Spears', 'type': 'artist', 'uri': 'spotify:artist:26dSoYclwsYLMAKD3tpOr4'}]",223760,FALSE,"1lK5iIMKifrxERzS3iimJH",FALSE,"Breathe on Me",56,4,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.00209","0.709","0.565","0.0125","5","0.0901","-6.395","0","0.0471","112.203","0.571"
"416",1,"2025-10-1T02:00:00:000Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3'}, 'href': 'https://api.spotify.com/v1/artists/6KImCVD70vtIoJWnq6nGn3', 'id': '6KImCVD70vtIoJWnq6nGn3', 'name': 'Harry Styles', 'type': 'artist', 'uri': 'spotify:artist:6KImCVD70vtIoJWnq6nGn3'}]",167303,FALSE,"4Dvkj6JhhA12EX05fT7y2e",FALSE,"As It Was",88,4,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.342","0.52","0.731","0.00101","6","0.311","-5.338","0","0.0557","173.93","0.662"
"417",51,"2026-01-05T21:56:05.857Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH'}, 'href': 'https://api.spotify.com/v1/artists/6qqNVTkY8uBg9cP3Jd7DAH', 'id': '6qqNVTkY8uBg9cP3Jd7DAH', 'name': 'Billie Eilish', 'type': 'artist', 'uri': 'spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH'}]",261466,FALSE,"3QaPy1KgI7nu9FJEQUgn6h",FALSE,"WILDFLOWER",93,5,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.612","0.467","0.247","0.000271","6","0.17","-12.002","0","0.0431","148.101","0.126"
"418",50,"2026-01-05T21:54:09.074Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}]",215626,TRUE,"5QO79kh1waicV47BqGRL3g",FALSE,"Save Your Tears",87,11,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.0212","0.679","0.825","1.21e-05","0","0.543","-5.487","1","0.0309","118.049","0.644"
"419",49,"2026-01-05T21:48:23.744Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4bthk9UfsYUYdcFyqxmSUU'}, 'href': 'https://api.spotify.com/v1/artists/4bthk9UfsYUYdcFyqxmSUU', 'id': '4bthk9UfsYUYdcFyqxmSUU', 'name': 'Tears For Fears', 'type': 'artist', 'uri': 'spotify:artist:4bthk9UfsYUYdcFyqxmSUU'}]",251488,FALSE,"4RvWPyQ5RL0ao9LPZeSouE",FALSE,"Everybody Wants To Rule The World",90,3,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.347","0.645","0.795","0.00389","7","0.104","-12.095","1","0.0527","112.067","0.535"
"420",48,"2026-01-05T21:47:55.379Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V'}, 'href': 'https://api.spotify.com/v1/artists/6eUKZXaKkcviH0Ku9w2n3V', 'id': '6eUKZXaKkcviH0Ku9w2n3V', 'name': 'Ed Sheeran', 'type': 'artist', 'uri': 'spotify:artist:6eUKZXaKkcviH0Ku9w2n3V'}]",263400,FALSE,"0tgVpDi06FyKpA1z0VMD4v",FALSE,"Perfect",89,5,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.163","0.599","0.448","0","8","0.106","-6.312","1","0.0232","95.05","0.168"
"421",47,"2026-01-05T21:47:42.954Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4npEfmQ6YuiwW1GpUmaq3F'}, 'href': 'https://api.spotify.com/v1/artists/4npEfmQ6YuiwW1GpUmaq3F', 'id': '4npEfmQ6YuiwW1GpUmaq3F', 'name': 'Ava Max', 'type': 'artist', 'uri': 'spotify:artist:4npEfmQ6YuiwW1GpUmaq3F'}]",187436,FALSE,"7DnAm9FOTWE3cUvso43HhI",FALSE,"Sweet but Psycho",83,16,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.0684","0.72","0.706","0","1","0.166","-4.719","1","0.0473","133.002","0.62"
"422",46,"2026-01-05T21:47:32.286Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms'}, 'href': 'https://api.spotify.com/v1/artists/1HY2Jd0NmPuamShAr6KMms', 'id': '1HY2Jd0NmPuamShAr6KMms', 'name': 'Lady Gaga', 'type': 'artist', 'uri': 'spotify:artist:1HY2Jd0NmPuamShAr6KMms'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C'}, 'href': 'https://api.spotify.com/v1/artists/0du5cEVh5yTK9QJze8zA0C', 'id': '0du5cEVh5yTK9QJze8zA0C', 'name': 'Bruno Mars', 'type': 'artist', 'uri': 'spotify:artist:0du5cEVh5yTK9QJze8zA0C'}]",251667,FALSE,"7so0lgd0zP2Sbgs2d7a1SZ",FALSE,"Die With A Smile",88,14,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.289","0.519","0.601","0","6","0.126","-7.727","0","0.0317","157.964","0.498"
"423",45,"2026-01-05T21:47:23.356Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp'}, 'href': 'https://api.spotify.com/v1/artists/69GGBxA162lTqCwzJG5jLp', 'id': '69GGBxA162lTqCwzJG5jLp', 'name': 'The Chainsmokers', 'type': 'artist', 'uri': 'spotify:artist:69GGBxA162lTqCwzJG5jLp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/26VFTg2z8YR0cCuwLzESi2'}, 'href': 'https://api.spotify.com/v1/artists/26VFTg2z8YR0cCuwLzESi2', 'id': '26VFTg2z8YR0cCuwLzESi2', 'name': 'Halsey', 'type': 'artist', 'uri': 'spotify:artist:26VFTg2z8YR0cCuwLzESi2'}]",244960,FALSE,"7BKLCZ1jbUBVqRi2FVlTVw",FALSE,"Closer",88,1,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.414","0.748","0.524","0","8","0.111","-5.599","1","0.0338","95.01","0.661"
"424",44,"2026-01-05T21:47:21.510Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7'}, 'href': 'https://api.spotify.com/v1/artists/6VuMaDnrHyPL1p4EHjYLi7', 'id': '6VuMaDnrHyPL1p4EHjYLi7', 'name': 'Charlie Puth', 'type': 'artist', 'uri': 'spotify:artist:6VuMaDnrHyPL1p4EHjYLi7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx'}, 'href': 'https://api.spotify.com/v1/artists/0C8ZW7ezQVs4URX5aX7Kqx', 'id': '0C8ZW7ezQVs4URX5aX7Kqx', 'name': 'Selena Gomez', 'type': 'artist', 'uri': 'spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx'}]",217706,FALSE,"54PbBpquVfhfrwRwvjSXbI",FALSE,"We Don't Talk Anymore (feat. Selena Gomez)",84,5,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.621","0.728","0.563","0","1","0.179","-8.053","0","0.134","100.017","0.352"
"425",43,"2026-01-05T21:46:58.592Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/57vWImR43h4CaDao012Ofp'}, 'href': 'https://api.spotify.com/v1/artists/57vWImR43h4CaDao012Ofp', 'id': '57vWImR43h4CaDao012Ofp', 'name': 'Steve Lacy', 'type': 'artist', 'uri': 'spotify:artist:57vWImR43h4CaDao012Ofp'}]",232114,TRUE,"4k6Uh1HXdhtusDW5y8Gbvy",FALSE,"Bad Habit",84,5,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.613","0.686","0.494","5.8e-05","1","0.402","-7.093","1","0.0355","168.946","0.7"
"426",42,"2026-01-05T21:46:46.624Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6bmlMHgSheBauioMgKv2tn'}, 'href': 'https://api.spotify.com/v1/artists/6bmlMHgSheBauioMgKv2tn', 'id': '6bmlMHgSheBauioMgKv2tn', 'name': 'Powfu', 'type': 'artist', 'uri': 'spotify:artist:6bmlMHgSheBauioMgKv2tn'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/35l9BRT7MXmM8bv2WDQiyB'}, 'href': 'https://api.spotify.com/v1/artists/35l9BRT7MXmM8bv2WDQiyB', 'id': '35l9BRT7MXmM8bv2WDQiyB', 'name': 'beabadoobee', 'type': 'artist', 'uri': 'spotify:artist:35l9BRT7MXmM8bv2WDQiyB'}]",173333,FALSE,"7eJMfftS33KTjuF7lTsMCx",FALSE,"death bed (coffee for your head)",82,1,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.731","0.726","0.431","0","8","0.696","-8.765","0","0.135","144.026","0.348"
"427",41,"2026-01-05T21:46:38.360Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY'}, 'href': 'https://api.spotify.com/v1/artists/4dpARuHxo51G3z768sgnrY', 'id': '4dpARuHxo51G3z768sgnrY', 'name': 'Adele', 'type': 'artist', 'uri': 'spotify:artist:4dpARuHxo51G3z768sgnrY'}]",286081,FALSE,"6VObnIkLVruX4UVyxWhlqm",FALSE,"Skyfall",87,1,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.417","0.346","0.552","0","0","0.114","-6.864","0","0.0282","75.881","0.0789"
"428",40,"2026-01-05T21:46:25.110Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0lAWpj5szCSwM4rUMHYmrr'}, 'href': 'https://api.spotify.com/v1/artists/0lAWpj5szCSwM4rUMHYmrr', 'id': '0lAWpj5szCSwM4rUMHYmrr', 'name': 'Måneskin', 'type': 'artist', 'uri': 'spotify:artist:0lAWpj5szCSwM4rUMHYmrr'}]",211560,FALSE,"3Wrjm47oTz2sjIgck11l5e",FALSE,"Beggin'",85,4,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.127","0.714","0.8","0","11","0.359","-4.808","0","0.0504","134.002","0.589"
"429",39,"2026-01-05T21:46:16.315Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ'}, 'href': 'https://api.spotify.com/v1/artists/5Pwc4xIPtQLFEnJriah9YJ', 'id': '5Pwc4xIPtQLFEnJriah9YJ', 'name': 'OneRepublic', 'type': 'artist', 'uri': 'spotify:artist:5Pwc4xIPtQLFEnJriah9YJ'}]",148485,FALSE,"0oF9jpn0n8afMpbHKgRd6J",FALSE,"I Ain't Worried",78,5,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.103","0.713","0.792","0.00052","0","0.0698","-5.957","1","0.0467","139.976","0.81"
"430",38,"2026-01-05T21:46:06.067Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5NGO30tJxFlKixkPSgXcFE'}, 'href': 'https://api.spotify.com/v1/artists/5NGO30tJxFlKixkPSgXcFE', 'id': '5NGO30tJxFlKixkPSgXcFE', 'name': 'The Police', 'type': 'artist', 'uri': 'spotify:artist:5NGO30tJxFlKixkPSgXcFE'}]",253920,FALSE,"1JSTJqkT5qHq8MDJnJbRE1",FALSE,"Every Breath You Take",94,7,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.543","0.82","0.452","0.00294","1","0.0714","-9.796","1","0.0348","117.401","0.74"
"431",37,"2026-01-05T21:45:54.887Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C'}, 'href': 'https://api.spotify.com/v1/artists/0du5cEVh5yTK9QJze8zA0C', 'id': '0du5cEVh5yTK9QJze8zA0C', 'name': 'Bruno Mars', 'type': 'artist', 'uri': 'spotify:artist:0du5cEVh5yTK9QJze8zA0C'}]",206693,FALSE,"0KKkJNfGyhkQ5aFogxQAPU",FALSE,"That's What I Like",90,4,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.013","0.853","0.56","0","1","0.0944","-4.961","1","0.0406","134.066","0.86"
"432",36,"2026-01-05T21:45:40.449Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1gl0S9pS0Zw0qfa14rDD3D'}, 'href': 'https://api.spotify.com/v1/artists/1gl0S9pS0Zw0qfa14rDD3D', 'id': '1gl0S9pS0Zw0qfa14rDD3D', 'name': 'Surf Curse', 'type': 'artist', 'uri': 'spotify:artist:1gl0S9pS0Zw0qfa14rDD3D'}]",147062,FALSE,"7EkWXAI1wn8Ii883ecd9xr",FALSE,"Freaks",85,1,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"3.84e-05","0.345","0.941","0.633","9","0.0511","-9.918","1","0.0466","179.626","0.407"
"433",35,"2026-01-05T21:45:32.445Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/250b0Wlc5Vk0CoUsaCY84M'}, 'href': 'https://api.spotify.com/v1/artists/250b0Wlc5Vk0CoUsaCY84M', 'id': '250b0Wlc5Vk0CoUsaCY84M', 'name': 'JENNIE', 'type': 'artist', 'uri': 'spotify:artist:250b0Wlc5Vk0CoUsaCY84M'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1pBLC0qVRTB5zVMuteQ9jJ'}, 'href': 'https://api.spotify.com/v1/artists/1pBLC0qVRTB5zVMuteQ9jJ', 'id': '1pBLC0qVRTB5zVMuteQ9jJ', 'name': 'Lily-Rose Depp', 'type': 'artist', 'uri': 'spotify:artist:1pBLC0qVRTB5zVMuteQ9jJ'}]",244684,FALSE,"7CyPwkp0oE8Ro9Dd5CUDjW",FALSE,"One Of The Girls (with JENNIE, Lily Rose Depp)",92,1,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.0393","0.264","0.64","2.31e-06","8","0.151","-6.221","1","0.0442","84.828","0.19"
"434",34,"2026-01-05T21:45:23.092Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY'}, 'href': 'https://api.spotify.com/v1/artists/4dpARuHxo51G3z768sgnrY', 'id': '4dpARuHxo51G3z768sgnrY', 'name': 'Adele', 'type': 'artist', 'uri': 'spotify:artist:4dpARuHxo51G3z768sgnrY'}]",224694,FALSE,"46IZ0fSY2mpAiktS3KOqds",FALSE,"Easy On Me",83,2,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.578","0.604","0.366","0","5","0.133","-7.519","1","0.0282","141.981","0.13"
"435",33,"2026-01-05T21:45:12.303Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5y8tKLUfMvliMe8IKamR32'}, 'href': 'https://api.spotify.com/v1/artists/5y8tKLUfMvliMe8IKamR32', 'id': '5y8tKLUfMvliMe8IKamR32', 'name': 'd4vd', 'type': 'artist', 'uri': 'spotify:artist:5y8tKLUfMvliMe8IKamR32'}]",242484,FALSE,"0NLm9bQG7ikL5k9x9TtYT7",FALSE,"Here With Me",86,2,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",32,"2026-01-05T21:45:02.846Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V'}, 'href': 'https://api.spotify.com/v1/artists/6eUKZXaKkcviH0Ku9w2n3V', 'id': '6eUKZXaKkcviH0Ku9w2n3V', 'name': 'Ed Sheeran', 'type': 'artist', 'uri': 'spotify:artist:6eUKZXaKkcviH0Ku9w2n3V'}]",230746,FALSE,"3rmo8F54jFF8OgYsqTxm5d",FALSE,"Bad Habits",82,4,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.0451","0.807","0.893","2.79e-05","11","0.366","-3.745","0","0.0347","126.011","0.537"
"437",31,"2026-01-05T21:44:50.178Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1EmdfupUQDpXOcb4Nj2mBH'}, 'href': 'https://api.spotify.com/v1/artists/1EmdfupUQDpXOcb4Nj2mBH', 'id': '1EmdfupUQDpXOcb4Nj2mBH', 'name': 'Chezile', 'type': 'artist', 'uri': 'spotify:artist:1EmdfupUQDpXOcb4Nj2mBH'}]",132160,FALSE,"5e0b9LgOfi3aJSKXFcOWRe",FALSE,"Beanie",84,1,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.407","0.531","0.556","0.00915","5","0.318","-6.245","1","0.0252","138.978","0.156"
"438",30,"2026-01-05T21:44:47.688Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/00FQb4jTyendYWaN8pK0wa'}, 'href': 'https://api.spotify.com/v1/artists/00FQb4jTyendYWaN8pK0wa', 'id': '00FQb4jTyendYWaN8pK0wa', 'name': 'Lana Del Rey', 'type': 'artist', 'uri': 'spotify:artist:00FQb4jTyendYWaN8pK0wa'}]",264773,FALSE,"1Ist6PR2BZR3n2z2Y5R6S1",FALSE,"Summertime Sadness",77,11,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"0.0477","0.566","0.647","0","1","0.121","-6.815","0","0.0335","111.96","0.22"
"439",29,"2026-01-05T21:44:31.925Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4G9NDjRyZFDlJKMRL8hx3S'}, 'href': 'https://api.spotify.com/v1/artists/4G9NDjRyZFDlJKMRL8hx3S', 'id': '4G9NDjRyZFDlJKMRL8hx3S', 'name': 'sombr', 'type': 'artist', 'uri': 'spotify:artist:4G9NDjRyZFDlJKMRL8hx3S'}]",199032,FALSE,"7qjZnBKE73H4Oxkopwulqe",FALSE,"back to friends",92,4,"track",1,"23aada40ba9e4409a6609a7efe0343fc_Lois Lane","F",40,"9.37e-05","0.436","0.723","8.82e-05","1","0.0929","-2.291","1","0.0301","92.855","0.235"
